"","FamID","pc1","pc2","pc3","pc4","pc5","pc6","pc7","pc8","pc9","pc10"
"1","10002",-0.000228963921698607,-0.000627606242163847,0.00453546794541455,0.0114800293556934,-0.00536568749637112,-0.00846788557296841,0.00899641700897662,0.00497665329695627,0.0218140368247027,0.0112306379180389
"2","10004",0.00231123118765133,0.00574560817853472,-0.0143580441917868,0.0090302584681905,0.00966577513300521,-0.0177824583107779,-0.0265098876459327,0.00764668244783962,0.00111387558338549,0.00694245610684538
"3","10005",0.00139455328002012,0.00828640415745984,-0.0156058971069078,0.00481659708389843,-0.00434689193192876,-0.00814304715569903,0.00273853647234379,-0.000242193602040415,0.0117420008570196,0.0102916751751473
"4","10007",0.00234987302452166,0.00754880160343239,-0.011582392298789,0.00454470714685748,0.00301284757767339,-0.00512859015180847,0.00306843070004317,-0.00294772664731038,0.00684390761660817,0.00649905617355142
"5","10008",0.00342346203498331,0.00463299743619093,-0.0178127158922956,0.0109143148291742,0.0131890727753625,-0.0242570863904935,-0.0359087563635487,0.00951893215105351,-0.00381771602194214,0.00334901638762589
"6","10009",0.00190000565340553,0.00467265697753609,-0.0160316220324334,0.0080579101138948,0.0146112349223033,-0.0256556218837742,-0.0506925797218482,0.0198150753077629,-0.013547641478118,-0.00102045433283767
"7","10010",0.00486530250262436,0.00986498733518007,-0.0105605129817929,0.0036458508059006,-0.000596532763848683,-0.00210984351194755,0.00477065009844264,-0.00389165841694691,0.0082621621452794,0.00437039735374401
"8","10011",0.00485758991174341,0.0121318952196119,-0.00678538165219812,-0.00814792996439305,0.00435191098695156,-0.00532777546207823,0.00138115408069798,-0.00116918319920834,0.000922149223479031,-0.00933094578794002
"9","10012",-0.0162862758601023,-0.0895997475061293,-0.0438468562800944,-0.0460454265255838,-0.0281333146462568,0.0218538440836294,-0.00413317146161119,-0.0073603012879065,-0.00522749676515571,-0.00843955330671849
"10","10013",-0.0370359220312633,-0.203341615777502,0.000718599460482084,-0.0433347078566273,-0.0800597911991884,0.0409679601531276,-0.0143494194604396,-0.0174115060839376,-0.00299078350683848,-0.0141729460450862
"11","10014",-0.00078451199151132,0.0122417334668586,-0.0017830763103092,-0.00940269391158798,-0.00510905969935889,-0.0118911830189194,0.000817355821010368,-0.00924948151183956,0.012908405148344,-0.0041902561856281
"12","10015",-0.0197082858250649,-0.0927681356545895,-0.0541342004543433,-0.0570479695159454,-0.0327029789313617,0.0167706909687099,-0.00342272250884245,-0.00574988549565319,-0.00252611363981506,-0.0100484844313738
"13","10016",-0.0194545751224667,-0.106214243528359,-0.0134932257599176,-0.0322502145706713,-0.0231433553004549,0.0101677037305286,-0.00852689490870877,-0.00678696498585849,-0.00775629982375917,-0.00541697399099523
"14","10017",-0.0208066859349829,-0.0966329173727452,-0.0534010439810354,-0.0667133295537215,-0.0362500799952085,0.0183121272545996,-0.00338159327806088,-0.00265401884071984,-0.00556068693222371,-0.016889634518653
"15","10018",-0.0630935717120335,-0.242953127064327,-0.0114207108542519,-0.0677886005191171,-0.0636460992921924,0.0467101959982789,-0.015173193293481,-0.0110342630945237,-0.00534893936145931,-0.0148871246746411
"16","10019",0.000772899763849922,-0.014141173660445,0.0264154362119174,0.0280710073539264,0.0022235617599654,0.00398056900869671,0.0017486044485704,-0.00552957080524435,-0.000188804389825823,0.00612890892620489
"17","10020",-0.0063669013773263,0.0161453306270967,-0.00570981362406388,-0.0173041713723349,0.0289352056466633,-0.041441040059001,0.0127236748579296,-0.0206903468663322,0.0282026091544849,-0.0115705560534393
"18","10021",0.00503829329015891,0.0107265850399003,-0.00816801368457429,0.000844252690227376,-0.000949764575786315,-0.00475555231344247,0.00335667938551811,-0.00605646522769965,0.0140368546097692,0.00417645862298492
"19","10022",0.00384600441804336,0.0061248893729305,-0.0169370191972595,0.00282770163962922,0.00111147476345405,-0.00308461600886661,0.00170225463363552,-0.00838890478495056,0.00328194072322162,0.00642736941804402
"20","10023",0.00265356364900552,-0.0133828985318672,0.0182977972833762,0.0198741770067999,-0.00132402357014001,0.00924037127481716,-0.000658035078675926,-0.00188715795315928,-0.00409342852762782,0.00115878683303502
"21","10024",-0.0198577664484368,-0.0924474105304422,-0.0566440504268769,-0.0532663155578749,-0.0336598006244394,0.0178570225565682,-0.017410959848787,-0.00355774830726013,-0.00339593189925633,-0.0107368127799885
"22","10025",0.00555299740472811,0.012842052852432,-0.0162992323862647,0.00135488061112105,0.00211725223700721,0.00201702484403882,0.00212337994702299,-0.00770657764010722,0.000330197106866105,0.00151208255167349
"23","10026",0.00323176916919422,0.00245048050982889,2.88542040346941e-05,0.00965552757874324,0.00345175023829904,0.00401369979699392,-0.00898255668713255,-0.00103800670143683,-0.0234529311776538,0.00355045726490068
"24","10027",0.00546898778979346,0.0171954296984923,-0.0171850308954768,-0.0035872555021922,-0.00101190962084018,0.00642265599397295,0.00147326265331664,0.000112133151161257,-0.00445724027933225,0.00069132352904764
"25","10028",0.00598753537357927,0.0145206885713936,-0.00923825475666359,-0.00205392927889361,-0.0021138253781487,0.00744986804890496,0.00309207889896154,0.00419914709824792,-0.0071189743630032,0.00181157958886323
"26","10029",0.00554113250973033,0.013676559080403,-0.020624258751942,0.000615550839880485,0.00182376494067932,-0.00170767749986778,0.00315957796028682,-0.00474230307863731,0.00113126798777883,0.00422829765094531
"27","10030",0.00120842603664364,0.0118968299135781,-0.0180429318253089,0.00182426461456684,-0.00557522290025573,-0.00421255813491639,0.0066655024779052,0.00543811844853202,0.00909035819003484,0.008238948000367
"28","10031",0.00265032050817646,0.00165387003681062,0.0066545216147709,0.011823344673231,-0.00482110117408716,0.000108767958919417,0.0038426760733476,0.00206971729276298,0.0124975194425612,0.0076796468193099
"29","10032",0.00511628288483204,0.012441336123095,-0.0160975508049852,0.00442085653810778,-0.00268064622303774,-0.000816411655402015,0.00180158792710068,-0.00221534344440029,0.0027459082822056,0.00565172002623802
"30","10033",0.00583947193877409,0.0114830132868684,-0.00657234883190252,0.00271471435741147,-0.00138991948102174,0.00538375108103651,0.00395097049386358,0.00249431068702427,-0.0045098664958506,0.00292108282825427
"31","10034",0.00678404959905276,0.012951331955511,-0.00744287627715266,0.00238040074858621,-0.0002988219012096,0.0054063651551006,0.00124863518549128,-0.00267812320821917,-0.00302226608672337,0.00473610210356629
"32","10035",-0.0240871591938375,-0.0714428807581696,-0.0567456946474234,-0.0426811065878751,-0.0219401508034153,-0.00441484676131924,-0.0164290622647549,0.0138979821723979,-0.0106496374077295,0.00249803719644574
"33","10036",0.00656522855631098,0.0141390586844897,-0.0181116423910535,0.00365051565512941,0.00145547995561281,0.0019891039723812,0.00111607011081082,-0.00234402895669188,0.000493097549957575,0.00397058101617546
"34","10038",-0.00561843389989375,0.0157753891986286,0.00432166720138992,-0.014253768691736,-0.0189375340465262,-0.00877174505343004,0.0262771532708907,0.0230137665770877,0.00354528004573483,0.00503586435407701
"35","10040",0.00465742288514031,0.0107906473078574,-0.0147320121655196,0.00663189192590615,0.00158488898683927,-0.00160262779291133,-0.000597316953152055,-0.00357636004577597,0.00329366164898896,0.00706202241325699
"36","10041",0.00520089823930009,0.00708609053656037,-0.0149472545102694,0.00177337282505293,-0.00177576606658241,-0.00268908940889155,0.00146872634550243,-0.0082461195022626,0.00476895778234266,0.0076429694267188
"37","10042",0.00472773197543388,0.0139646578598413,-0.00767792685202201,-0.000305257737775442,0.000311500092622747,0.00711444455556398,0.00210685366795295,0.00364001052754465,-0.00634635788223254,-0.00218633292676623
"38","10043",0.00362962449366657,0.00999290611805348,-0.0140828245971463,0.00705487763935119,0.00196988676582852,-0.000794123817347154,-0.000421902532633371,-0.00883073954660962,0.00177516239476683,0.0052447047628147
"39","10044",-0.00170127484731485,-0.0308806328909578,0.0537543203723041,0.0398109061183722,-0.00654449165513202,0.00732503801272885,0.00663191779396824,-0.00677126244120461,0.00868259750161443,0.0169581039580051
"40","10045",0.00490168491101036,0.0132043536675749,-0.00912782635338367,-0.00179482034104809,-0.00255052825834502,-0.00557097665029194,-0.00120490699355,-0.00352525403754526,0.0101279741407367,0.00786700872095235
"41","10047",-0.000867576750288209,0.0059098644380693,0.00957018338883783,0.00665839345064833,-0.00904593026799302,-0.00823608539754375,0.00943911405493868,0.000958157525147451,0.0199243775138229,-0.000112523138886864
"42","10049",-0.00882711238187386,0.00924817438390147,-0.00649340911946386,-0.00395422956029223,-0.0365199032823194,-0.0309673587538215,0.0166754574278718,0.028675038734219,0.0474282100842068,0.0150554540045723
"43","10052",0.00522543666848329,0.00932275452736408,-0.00988550525202691,0.00152558687338367,0.00715872867614349,-0.00758251010992752,0.00082368745473073,-0.0131316006033589,0.0106806225641799,-0.000795348743473601
